ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.15312020896086953,0.013165945196723112,0.5626336413690852,0.2693740171241641,0.0017061873491581788
2,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
3,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
4,0.0691412066408221,0.012296305319223823,0.6496038450625851,0.26583122748438376,0.003127415492985425
5,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
6,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
7,0.5166193572899535,0.1514767838738844,0.21583601470697053,0.11179969890869637,0.004268145220494893
8,0.10362118199995701,0.012703917014319516,0.5903104927220126,0.29139500995594364,0.0019693983077672876
9,0.038924434950763996,0.009540830789660348,0.7388206799701288,0.20838378106159286,0.004330273227854128
10,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
11,0.10137678766799106,0.012428755133414545,0.6363386606094196,0.2489108046379728,0.0009449919512019369
12,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
13,0.10362118199995701,0.012703917014319516,0.5903104927220126,0.29139500995594364,0.0019693983077672876
14,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
15,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
16,0.0691412066408221,0.012296305319223823,0.6496038450625851,0.26583122748438376,0.003127415492985425
17,0.4026673232829425,0.06059231036950175,0.3215463454882974,0.21339305153585927,0.0018009693233987933
18,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
19,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
20,0.05233497528949436,0.1966933368765276,0.19455271543437064,0.5468298099095162,0.009589162490090966
21,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
22,0.003911549981260425,0.018381379101511556,0.0005235203097704752,0.972043051305757,0.005140499301700685
23,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
24,0.0025066295514028798,0.03260773384538334,0.0009088074832507972,0.945300353133687,0.018676475986276322
25,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
26,0.024631685137206236,0.10512397830160608,0.18389098518941593,0.6776999647537647,0.00865338661800704
27,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
28,0.012440060511160424,0.032371181977824764,0.6727092234811815,0.27357233190237695,0.008907202127456432
29,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
30,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
31,0.05233497528949436,0.1966933368765276,0.19455271543437064,0.5468298099095162,0.009589162490090966
32,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
33,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
34,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
35,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
36,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
37,0.03915602785289506,0.19828732406360824,0.198641540738541,0.5519573086241027,0.01195779872085263
38,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
39,0.4020074716524203,0.057013783575228315,0.33223949102332456,0.20702648609111815,0.0017127676579087338
40,0.024631685137206236,0.10512397830160608,0.18389098518941593,0.6776999647537647,0.00865338661800704
41,0.2694196813248774,0.014349890963853505,0.4710409920976006,0.24341871559422654,0.0017707200194419853
42,0.0017802408271932067,0.01549878875235755,0.0006454468650288956,0.9548511184337153,0.027224405121705327
43,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
44,0.02943889058820662,0.028429149767251752,0.000837430880654863,0.9240848798327713,0.0172096489311154
45,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
46,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
47,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
48,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
49,0.4020074716524203,0.057013783575228315,0.33223949102332456,0.20702648609111815,0.0017127676579087338
50,0.14377794815854236,0.014710672142411086,0.5666304259618085,0.2729905570463835,0.0018903966908549415
51,0.038924434950763996,0.009540830789660348,0.7388206799701288,0.20838378106159286,0.004330273227854128
52,0.4167837025105225,0.07716389751630116,0.32283091320085316,0.17974266363947405,0.0034788231328492037
53,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
54,0.010496755805678713,0.041925596502920034,0.45616824708238196,0.4577177836981596,0.03369161691085964
55,0.03915602785289506,0.19828732406360824,0.198641540738541,0.5519573086241027,0.01195779872085263
56,0.4167837025105225,0.07716389751630116,0.32283091320085316,0.17974266363947405,0.0034788231328492037
57,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
58,0.0025066295514028798,0.03260773384538334,0.0009088074832507972,0.945300353133687,0.018676475986276322
59,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
60,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
61,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
62,0.4020074716524203,0.057013783575228315,0.33223949102332456,0.20702648609111815,0.0017127676579087338
63,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
64,0.003911549981260425,0.018381379101511556,0.0005235203097704752,0.972043051305757,0.005140499301700685
65,0.015872143599775415,0.04438531212983112,0.4222274890520188,0.5043198378476812,0.0131952173706936
66,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
67,0.038924434950763996,0.009540830789660348,0.7388206799701288,0.20838378106159286,0.004330273227854128
68,0.4829370524496587,0.13874586976659137,0.20514517469408758,0.16905000234127257,0.004121900748389552
69,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
70,0.024631685137206236,0.10512397830160608,0.18389098518941593,0.6776999647537647,0.00865338661800704
71,0.015872143599775415,0.04438531212983112,0.4222274890520188,0.5043198378476812,0.0131952173706936
72,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
73,0.0025066295514028798,0.03260773384538334,0.0009088074832507972,0.945300353133687,0.018676475986276322
74,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
75,0.003911549981260425,0.018381379101511556,0.0005235203097704752,0.972043051305757,0.005140499301700685
76,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
77,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
78,0.03915602785289506,0.19828732406360824,0.198641540738541,0.5519573086241027,0.01195779872085263
79,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
80,0.010496755805678713,0.041925596502920034,0.45616824708238196,0.4577177836981596,0.03369161691085964
81,0.0016160239367453313,0.014069115386966048,0.0005859081354899905,0.9355047569302766,0.04822419561052214
82,0.0025066295514028798,0.03260773384538334,0.0009088074832507972,0.945300353133687,0.018676475986276322
83,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
84,0.02943889058820662,0.028429149767251752,0.000837430880654863,0.9240848798327713,0.0172096489311154
85,0.40663456169009377,0.06021951127226919,0.31894733137870407,0.2127602378491123,0.001438357809820662
86,0.012440060511160424,0.032371181977824764,0.6727092234811815,0.27357233190237695,0.008907202127456432
87,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
88,0.23516008387413492,0.027498459726280754,0.4791031494371909,0.2562012493133124,0.0020370576490810733
89,0.024631685137206236,0.10512397830160608,0.18389098518941593,0.6776999647537647,0.00865338661800704
90,0.038924434950763996,0.009540830789660348,0.7388206799701288,0.20838378106159286,0.004330273227854128
91,0.04800534497551927,0.2732591130599689,0.17212479297939567,0.4996170254634887,0.0069937235216274785
92,0.03915602785289506,0.19828732406360824,0.198641540738541,0.5519573086241027,0.01195779872085263
93,0.02251762546708273,0.005439415219938174,0.8150905143891979,0.1542291893069548,0.002723255616826379
94,0.3697297504213414,0.05794381314990948,0.3510171301380389,0.21925056829558984,0.002058737995120179
95,0.02877815734558491,0.16981479690563714,0.1784695435481556,0.6117941616437813,0.011143340556840908
96,0.30285063873314905,0.047502025549964265,0.4002651371147522,0.24711869884044627,0.002263499761688267
